Year,week_number,week_end,total_death_all_ages,all_respiratory_diseases_(ICD-10 J00-J99) _ICD-10 v 2010,Under 1 year,01-14,15-44,45-64,65-74,75-84,85+,Under 1 year_male,01-14_male,15-44_male,45-64_male,65-74_male,75-84_male,85+_male,Under 1 year_female,01-14_female,15-44_female,45-64_female,65-74_female,75-84_female,85+_female,North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East,London,South East,South West,Wales
2017,27 ,7-Jul-17,"9,263","1,012",60,23,293,"1,202","1,622","2,584","3,477",33,15,182,731,984,"1,397","1,391",27,8,111,471,638,"1,187","2,086",495,"1,278",904,802,985,"1,010",820,"1,395",996,556
2017,28 ,14-Jul-17,"9,376","1,141",56,23,270,"1,144","1,660","2,694","3,528",30,11,158,690,982,"1,446","1,398",26,12,112,454,678,"1,248","2,130",502,"1,225",953,862,973,"1,005",843,"1,393","1,031",564
2017,29 ,21-Jul-17,"9,113",959,64,19,331,"1,210","1,541","2,531","3,415",31,12,224,727,938,"1,331","1,358",33,7,107,483,603,"1,200","2,057",514,"1,196",856,809,947,970,867,"1,389",979,551
2017,30 ,28-Jul-17,"8,882","1,004",37,15,280,"1,184","1,539","2,439","3,388",20,10,170,704,931,"1,289","1,304",17,5,110,480,608,"1,150","2,084",456,"1,174",881,738,941,949,783,"1,381",963,586
2017,31 ,4-Aug-17,"8,941","1,009",47,12,269,"1,131","1,510","2,542","3,427",27,6,170,700,887,"1,356","1,304",20,6,99,431,623,"1,186","2,123",507,"1,192",891,784,911,955,792,"1,345",946,590
2017,32 ,11-Aug-17,"9,038",937,55,17,257,"1,141","1,580","2,620","3,368",26,8,179,685,946,"1,393","1,326",29,9,78,456,634,"1,227","2,042",479,"1,171",882,772,943,"1,005",858,"1,346",982,572
2017,33 ,18-Aug-17,"9,299","1,081",50,20,293,"1,146","1,568","2,601","3,617",27,11,196,678,927,"1,381","1,414",23,9,97,468,641,"1,220","2,203",464,"1,260",849,747,936,"1,018",929,"1,481",998,592
2017,34 ,25-Aug-17,"9,382"," 1,121 ",51,11,286,"1,095","1,549","2,667","3,723",29,9,182,665,894,"1,439","1,452",22,2,104,430,655,"1,228","2,271",482,"1,299",848,783,966,"1,002",907,"1,502","1,001",570
2017,35 ,1-Sep-17,"8,149",940,45,18,211,997,"1,448","2,279","3,148",26,6,126,611,845,"1,222","1,221",19,12,85,386,603,"1,057","1,927",434,"1,117",836,667,780,853,766,"1,205",908,555
2017,36 ,8-Sep-17,"9,497","1,058",53,17,273,"1,190","1,613","2,644","3,703",34,11,197,690,968,"1,432","1,451",19,6,76,500,645,"1,212","2,252",512,"1,307",921,808,"1,017","1,066",866,"1,445",993,542
2017,37 ,15-Sep-17,"9,454","1,022",48,18,277,"1,207","1,641","2,628","3,634",23,12,189,707,949,"1,432","1,452",25,6,88,500,692,"1,196","2,182",539,"1,285",877,758,"1,001",990,871,"1,493","1,006",609
2017,38 ,22-Sep-17,"9,534","1,088",49,21,294,"1,157","1,614","2,623","3,776",29,13,196,694,944,"1,426","1,488",20,8,98,463,670,"1,197","2,288",504,"1,221",919,814,978,"1,096",900,"1,422","1,074",585
2017,39 ,29-Sep-17,"9,689","1,153",45,27,243,"1,160","1,686","2,698","3,830",21,16,161,669,952,"1,438","1,532",24,11,82,491,734,"1,260","2,298",507,"1,305",957,782,990,"1,071",882,"1,468","1,109",593
2017,40 ,6-Oct-17,"9,778","1,208",66,20,284,"1,171","1,677","2,677","3,881",38,10,192,672,964,"1,403","1,568",28,10,92,499,713,"1,274","2,313",501,"1,289",946,818,"1,003","1,057",923,"1,521","1,063",631
2017,41 ,13-Oct-17,"9,940","1,219",48,11,245,"1,185","1,678","2,846","3,926",27,5,149,706,965,"1,534","1,519",21,6,96,479,713,"1,312","2,407",513,"1,340","1,011",827,"1,001","1,085",928,"1,497","1,068",640
2017,42 ,20-Oct-17,"10,031","1,199",62,13,293,"1,165","1,731","2,836","3,929",30,7,191,717,"1,022","1,504","1,545",32,6,102,448,709,"1,332","2,384",550,"1,359","1,019",806,997,"1,056",934,"1,541","1,098",650
2017,43 ,27-Oct-17,"9,739","1,144",54,25,269,"1,166","1,658","2,765","3,802",34,14,168,712,975,"1,452","1,494",20,11,101,454,683,"1,313","2,308",509,"1,375",903,743,"1,058","1,037",931,"1,539","1,020",608
2017,44 ,3-Nov-17,"9,984","1,244",40,18,288,"1,243","1,659","2,875","3,860",30,14,181,737,977,"1,563","1,454",10,4,107,506,682,"1,312","2,406",536,"1,356","1,006",850,"1,014","1,129",897,"1,473","1,105",595
2017,45 ,10-Nov-17,"10,346","1,314",47,20,322,"1,251","1,734","2,889","4,081",26,14,212,736,"1,057","1,583","1,608",21,6,110,515,677,"1,306","2,473",510,"1,365","1,042",931,"1,117","1,132",931,"1,572","1,117",598
2017,46 ,17-Nov-17,"10,275","1,362",48,9,308,"1,242","1,682","2,901","4,084",26,8,208,723,963,"1,557","1,616",22,1,100,519,719,"1,344","2,468",502,"1,381","1,027",898,"1,096","1,091",949,"1,539","1,103",666
2017,47 ,24-Nov-17,"10,621","1,319",50,20,310,"1,308","1,728","2,962","4,234",24,11,220,763,"1,016","1,596","1,624",26,9,90,545,712,"1,366","2,610",550,"1,419","1,089",862,"1,080","1,148","1,038","1,623","1,151",639
2017,48 ,1-Dec-17,"10,538","1,436",56,21,295,"1,216","1,737","2,945","4,266",33,10,200,735,991,"1,585","1,633",23,11,95,481,746,"1,360","2,633",562,"1,453","1,045",878,"1,065","1,168",972,"1,608","1,123",636
2017,49 ,8-Dec-17,"10,781","1,497",58,20,268,"1,224","1,761","3,027","4,423",38,13,168,760,"1,029","1,619","1,736",20,7,100,464,732,"1,408","2,687",612,"1,538","1,013",970,"1,066","1,139","1,008","1,649","1,140",630
2017,50 ,15-Dec-17,"11,217","1,603",39,19,267,"1,282","1,776","3,176","4,658",23,10,173,753,"1,048","1,690","1,791",16,9,94,529,728,"1,486","2,867",595,"1,509","1,048",971,"1,128","1,226","1,042","1,765","1,204",708
2017,51 ,22-Dec-17,"12,517","1,905",52,20,307,"1,397","1,995","3,523","5,220",25,10,188,849,"1,114","1,796","2,004",27,10,119,548,881,"1,727","3,216",719,"1,709","1,181","1,039","1,318","1,322","1,153","1,961","1,332",762
2017,52 ,29-Dec-17,"8,487","1,431",23,18,172,895,"1,275","2,444","3,654",15,12,97,529,665,"1,289","1,410",8,6,75,366,610,"1,155","2,244",500,"1,194",840,685,844,878,814,"1,305",863,541
2018,1 ,5-Jan-18,"12,723","2,361",52,18,208,"1,290","1,976","3,612","5,565",32,11,118,748,"1,120","1,865","2,080",20,7,90,542,856,"1,747","3,485",640,"1,747","1,300","1,085","1,313","1,404","1,130","1,902","1,393",783
2018,2 ,12-Jan-18,"15,050","3,075",73,17,302,"1,561","2,321","4,155","6,621",42,5,186,918,"1,347","2,120","2,499",31,12,116,643,974,"2,035","4,122",837,"2,113","1,481","1,266","1,468","1,677","1,342","2,371","1,552",904
2018,3 ,19-Jan-18,"14,256","2,829",59,22,286,"1,507","2,191","3,866","6,325",33,12,185,888,"1,268","2,009","2,390",26,10,101,619,923,"1,857","3,935",783,"1,828","1,387","1,175","1,544","1,562","1,239","2,287","1,535",885
2018,4 ,26-Jan-18,"13,935","2,672",50,25,298,"1,459","2,157","3,824","6,122",26,18,219,889,"1,273","1,978","2,264",24,7,79,570,884,"1,846","3,858",779,"1,855","1,363","1,165","1,433","1,553","1,264","2,184","1,460",850
2018,5 ,2-Feb-18,"13,285","2,479",41,14,339,"1,404","1,988","3,661","5,838",24,8,216,809,"1,186","1,960","2,204",17,6,123,595,802,"1,701","3,634",740,"1,728","1,285","1,154","1,441","1,468","1,208","2,046","1,382",815
2018,6 ,9-Feb-18,"12,495","2,197",45,23,293,"1,347","2,032","3,376","5,374",26,13,190,816,"1,183","1,786","2,043",19,10,103,531,849,"1,590","3,331",663,"1,615","1,206","1,109","1,335","1,359","1,041","1,867","1,378",801
2018,7 ,16-Feb-18,"12,246","2,081",48,17,318,"1,377","1,953","3,492","5,041",24,11,196,836,"1,168","1,851","1,999",24,6,122,541,785,"1,641","3,042",612,"1,665","1,230","1,024","1,285","1,307","1,171","1,810","1,283",803
2018,8 ,23-Feb-18,"12,142","2,128",26,13,294,"1,378","1,896","3,398","5,137",18,7,206,840,"1,067","1,731","1,915",8,6,88,538,829,"1,667","3,222",671,"1,677","1,196","1,034","1,251","1,300","1,105","1,757","1,314",789
2018,9 ,2-Mar-18,"10,854","1,900",45,11,254,"1,229","1,728","3,028","4,559",25,6,168,745,998,"1,579","1,751",20,5,86,484,730,"1,449","2,808",551,"1,485","1,125",907,"1,308","1,088","1,060","1,611",997,634
2018,10 ,9-Mar-18,"12,997","2,302",47,27,287,"1,362","2,019","3,691","5,564",26,16,195,806,"1,158","1,945","2,142",21,11,92,556,861,"1,746","3,422",677,"1,690","1,192","1,072","1,390","1,390","1,177","1,919","1,560",896
2018,11 ,16-Mar-18,"12,788","2,271",47,17,329,"1,316","1,989","3,594","5,496",25,7,219,798,"1,157","1,879","2,075",22,10,110,518,832,"1,715","3,421",614,"1,690","1,203","1,116","1,343","1,358","1,121","1,954","1,414",918
2018,12 ,23-Mar-18,"11,913","1,946",46,15,278,"1,349","1,917","3,342","4,966",35,5,182,810,"1,133","1,732","1,885",11,10,96,539,784,"1,610","3,081",576,"1,516","1,124","1,038","1,263","1,251","1,095","1,853","1,283",774
2018,13 ,30-Mar-18,"9,941","1,657",43,20,261,"1,065","1,586","2,884","4,082",21,7,179,674,921,"1,580","1,505",22,13,82,391,665,"1,304","2,577",498,"1,335",973,819,"1,019","1,074",910,"1,518","1,047",633
2018,14 ,6-Apr-18,"10,794","1,761",46,22,260,"1,229","1,764","3,013","4,460",28,13,167,718,"1,029","1,605","1,699",18,9,93,511,735,"1,408","2,761",534,"1,470","1,105",886,"1,054","1,196","1,014","1,578","1,142",730
2018,15 ,13-Apr-18,"12,301","1,971",36,25,337,"1,382","2,053","3,442","5,026",19,14,220,812,"1,197","1,870","1,974",17,11,117,570,856,"1,572","3,052",631,"1,613","1,199","1,068","1,228","1,425","1,133","1,883","1,293",743
2018,16 ,20-Apr-18,"11,223","1,641",54,21,301,"1,386","1,880","3,109","4,472",29,10,191,830,"1,106","1,678","1,722",25,11,110,556,774,"1,431","2,750",559,"1,456","1,037",986,"1,170","1,248","1,039","1,743","1,212",688
2018,17 ,27-Apr-18,"10,306","1,426",57,12,340,"1,213","1,707","2,906","4,071",32,6,227,731,980,"1,522","1,566",25,6,113,482,727,"1,384","2,505",516,"1,391",987,904,969,"1,209",947,"1,613","1,117",614
2018,18 ,4-May-18,"10,153","1,369",51,21,308,"1,363","1,725","2,907","3,778",29,14,201,815,"1,008","1,539","1,511",22,7,107,548,717,"1,368","2,267",534,"1,347",922,892,"1,113","1,117",917,"1,570","1,082",633
2018,19 ,11-May-18,"8,624","1,055",48,21,247,"1,115","1,437","2,384","3,372",26,12,163,648,841,"1,280","1,343",22,9,84,467,596,"1,104","2,029",510,"1,116",886,740,823,937,841,"1,294",929,530
2018,20 ,18-May-18,"10,141","1,248",52,24,300,"1,330","1,760","2,791","3,884",29,16,205,791,"1,017","1,509","1,543",23,8,95,539,743,"1,282","2,341",504,"1,390",888,943,"1,105","1,125",913,"1,511","1,068",667
2018,21 ,25-May-18,"9,636","1,179",60,13,294,"1,258","1,659","2,687","3,665",33,8,170,731,994,"1,431","1,509",27,5,124,527,665,"1,256","2,156",501,"1,278",913,828,983,"1,053",932,"1,512",997,603
2018,22 ,1-Jun-18,"8,147","1,065",46,18,250,998,"1,431","2,330","3,074",27,14,171,581,845,"1,259","1,210",19,4,79,417,586,"1,071","1,864",458,"1,142",769,716,859,839,784,"1,187",830,538
2018,23 ,8-Jun-18,"9,950","1,270",46,19,298,"1,195","1,700","2,881","3,811",32,9,193,723,968,"1,510","1,524",14,10,105,472,732,"1,371","2,287",548,"1,309",985,884,"1,065","1,157",890,"1,435","1,057",607
2018,24 ,15-Jun-18,"9,343","1,150",60,17,286,"1,199","1,607","2,670","3,504",33,7,182,698,949,"1,479","1,368",27,10,104,501,658,"1,191","2,136",454,"1,167",947,777,967,991,921,"1,442","1,085",561
2018,25 ,22-Jun-18,"9,256","1,103",55,21,308,"1,161","1,613","2,550","3,548",27,13,203,696,994,"1,382","1,447",28,8,105,465,619,"1,168","2,101",475,"1,217",944,764,971,985,855,"1,448","1,019",562
2018,26 ,29-Jun-18,"9,212","1,055",43,22,306,"1,184","1,652","2,508","3,497",23,15,193,726,936,"1,346","1,393",20,7,113,458,716,"1,162","2,104",484,"1,214",882,822,954,"1,011",824,"1,408",983,599
2018,27 ,6-Jul-18,"9,258","1,086",50,23,286,"1,150","1,548","2,611","3,590",26,15,181,697,892,"1,418","1,443",24,8,105,453,656,"1,193","2,147",477,"1,280",895,788,998,940,814,"1,426",991,625
2018,28 ,13-Jul-18,"9,293","1,123",48,21,304,"1,140","1,600","2,633","3,547",25,15,204,677,957,"1,421","1,388",23,6,100,463,643,"1,212","2,159",470,"1,239",901,758,961,993,941,"1,403","1,025",583
2018,29 ,20-Jul-18,"9,127","1,107",45,15,304,"1,166","1,577","2,484","3,536",28,8,187,703,925,"1,333","1,455",17,7,117,463,652,"1,151","2,081",471,"1,229",942,730,949,953,905,"1,373",971,548
2018,30 ,27-Jul-18,"9,141","1,019",59,13,291,"1,193","1,566","2,628","3,391",36,10,197,727,922,"1,417","1,277",23,3,94,466,644,"1,211","2,114",477,"1,219",907,762,897,"1,008",955,"1,374",941,560
2018,31 ,3-Aug-18,"9,161","1,005",62,18,286,"1,155","1,536","2,620","3,484",33,12,190,685,863,"1,357","1,388",29,6,96,470,673,"1,263","2,096",486,"1,228",817,830,961,"1,010",883,"1,396",957,574
2018,32 ,10-Aug-18,"9,319","1,019",59,18,328,"1,175","1,608","2,563","3,568",30,11,237,725,960,"1,439","1,378",29,7,91,450,648,"1,124","2,190",448,"1,231",913,793,946,"1,028",947,"1,453",997,537
2018,33 ,17-Aug-18,"8,830",941,64,11,253,"1,130","1,558","2,489","3,325",38,7,161,669,918,"1,311","1,339",26,4,92,461,640,"1,178","1,986",446,"1,171",880,742,910,991,870,"1,361",902,518
2018,34 ,24-Aug-18,"8,978", 921 ,44,22,250,"1,083","1,601","2,560","3,418",30,8,165,659,901,"1,381","1,365",14,14,85,424,700,"1,179","2,053",477,"1,134",913,780,983,993,808,"1,392",900,565
2018,35 ,31-Aug-18,"7,865",827,51,11,233,"1,017","1,442","2,150","2,961",30,8,151,575,815,"1,123","1,177",21,3,82,442,627,"1,027","1,784",437,"1,058",779,630,793,877,741,"1,170",845,511
2018,36 ,7-Sep-18,"9,445","1,098",45,20,323,"1,196","1,621","2,638","3,602",27,9,194,709,985,"1,361","1,475",18,11,129,487,636,"1,277","2,127",534,"1,152",956,804,"1,005",996,904,"1,464","1,000",594
2018,37 ,14-Sep-18,"9,191",999,55,18,275,"1,180","1,600","2,576","3,487",29,9,179,722,922,"1,353","1,387",26,9,96,458,678,"1,223","2,100",465,"1,231",865,814,956,999,834,"1,440",986,579
2018,38 ,21-Sep-18,"9,305","1,034",69,18,292,"1,171","1,623","2,601","3,531",42,11,179,709,945,"1,373","1,431",27,7,113,462,678,"1,228","2,100",475,"1,226",912,776,947,990,865,"1,503",986,598
2018,39 ,28-Sep-18,"9,150",987,50,10,270,"1,083","1,607","2,629","3,501",29,6,184,652,929,"1,443","1,397",21,4,86,431,678,"1,186","2,104",483,"1,262",904,766,965,957,868,"1,375",965,560
2018,40 ,5-Oct-18,"9,503","1,050",40,17,287,"1,200","1,627","2,696","3,636",16,7,173,709,965,"1,461","1,443",24,10,114,491,662,"1,235","2,193",514,"1,302",948,781,"1,020",990,898,"1,387","1,020",595
2018,41 ,12-Oct-18,"9,649","1,124",47,20,328,"1,212","1,607","2,741","3,694",23,14,229,699,987,"1,451","1,437",24,6,99,513,620,"1,290","2,257",486,"1,291",963,832,980,"1,071",860,"1,491","1,043",606
2018,42 ,19-Oct-18,"9,864","1,141",43,18,301,"1,209","1,654","2,769","3,870",26,14,195,760,965,"1,493","1,549",17,4,106,449,689,"1,276","2,321",527,"1,274",968,815,979,"1,045",941,"1,570","1,088",640
2018,43 ,26-Oct-18,"9,603","1,154",65,24,309,"1,200","1,657","2,642","3,706",34,15,202,702,953,"1,474","1,466",31,9,107,498,704,"1,168","2,240",526,"1,215",956,880,"1,079",993,905,"1,376","1,004",633
2018,44 ,2-Nov-18,"9,529","1,090",46,24,289,"1,151","1,569","2,700","3,750",27,15,192,677,937,"1,448","1,530",19,9,97,474,632,"1,252","2,220",511,"1,330",964,810,890,"1,042",896,"1,465",988,604
2018,45 ,9-Nov-18,"10,151","1,295",44,12,308,"1,157","1,666","2,949","4,015",24,7,195,687,971,"1,589","1,549",20,5,113,470,695,"1,360","2,466",520,"1,403",981,813,"1,081","1,094",925,"1,543","1,106",642
2018,46 ,16-Nov-18,"10,193","1,268",47,29,292,"1,238","1,716","2,819","4,052",24,15,196,734,986,"1,519","1,684",23,14,96,504,730,"1,300","2,368",490,"1,408",969,899,"1,047","1,128",940,"1,538","1,077",656
2018,47 ,23-Nov-18,"9,957","1,240",62,22,312,"1,223","1,700","2,766","3,872",35,8,197,700,982,"1,455","1,568",27,14,115,523,718,"1,311","2,304",511,"1,357","1,013",848,"1,001","1,071",903,"1,503","1,062",657
2018,48 ,30-Nov-18,"10,033","1,224",58,20,317,"1,246","1,658","2,829","3,905",32,5,205,733,953,"1,504","1,531",26,15,112,513,705,"1,325","2,374",505,"1,330",998,838,"1,076","1,077",948,"1,523","1,040",673
2018,49 ,7-Dec-18,"10,287","1,341",45,15,326,"1,218","1,696","2,965","4,022",24,9,220,701,991,"1,573","1,532",21,6,106,517,705,"1,392","2,490",539,"1,377","1,006",830,"1,098","1,106",958,"1,594","1,076",674
2018,50 ,14-Dec-18,"10,550","1,386",51,13,295,"1,265","1,814","2,962","4,150",26,9,190,747,"1,057","1,576","1,598",25,4,105,518,757,"1,386","2,552",561,"1,422","1,108",873,"1,034","1,130","1,007","1,573","1,106",708
2018,51 ,21-Dec-18,"11,116","1,509",41,23,333,"1,306","1,867","3,136","4,410",24,15,222,810,"1,112","1,680","1,708",17,8,111,496,755,"1,456","2,702",625,"1,439","1,148",930,"1,145","1,124","1,035","1,688","1,225",724
2018,52 ,28-Dec-18,"7,131","1,053",22,11,166,792,"1,205","2,013","2,922",10,7,103,450,694,"1,051","1,146",12,4,63,342,511,962,"1,776",459,"1,020",688,651,660,695,655,"1,062",756,461
2019,1 ,4-Jan-19,"10,955","1,736",43,15,215,"1,199","1,766","3,078","4,639",28,5,128,693,992,"1,590","1,758",15,10,87,506,774,"1,488","2,881",574,"1,456","1,148",964,"1,180","1,136","1,021","1,586","1,136",718
2019,2 ,11-Jan-19,"12,609","2,214",50,20,280,"1,419","2,179","3,590","5,071",20,13,168,852,"1,265","1,857","1,997",30,7,112,567,914,"1,733","3,074",643,"1,612","1,279","1,089","1,299","1,386","1,137","1,927","1,394",809
2019,3 ,18-Jan-19,"11,860","1,972",59,29,319,"1,373","2,004","3,414","4,662",39,14,211,831,"1,131","1,837","1,828",20,15,108,542,873,"1,577","2,834",627,"1,566","1,197",979,"1,187","1,344","1,073","1,936","1,236",683
2019,4 ,25-Jan-19,"11,740","1,942",42,22,339,"1,438","1,936","3,266","4,697",26,10,225,860,"1,154","1,766","1,862",16,12,114,578,782,"1,500","2,835",640,"1,593","1,137","1,037","1,131","1,291","1,045","1,875","1,229",734
2019,5 ,1-Feb-19,"11,297","1,931",57,15,307,"1,367","1,852","3,126","4,573",38,10,208,805,"1,045","1,664","1,834",19,5,99,562,807,"1,462","2,739",618,"1,485","1,131",963,"1,150","1,202","1,066","1,718","1,191",745
2019,6 ,8-Feb-19,"11,660","1,918",54,25,267,"1,387","1,955","3,251","4,721",36,17,152,869,"1,100","1,718","1,895",18,8,115,518,855,"1,533","2,826",608,"1,595","1,133",988,"1,241","1,283","1,088","1,738","1,251",701
2019,7 ,15-Feb-19,"11,824","1,931",49,17,305,"1,372","1,911","3,392","4,778",27,8,201,799,"1,117","1,776","1,932",22,9,104,573,794,"1,616","2,846",569,"1,618","1,189","1,033","1,231","1,342","1,061","1,802","1,207",748
2019,8 ,22-Feb-19,"11,295","1,890",59,30,276,"1,395","1,824","3,169","4,542",30,16,159,850,"1,088","1,696","1,804",29,14,117,545,736,"1,473","2,738",610,"1,495","1,124",928,"1,143","1,218","1,045","1,777","1,234",695
2019,9 ,1-Mar-19,"11,044","1,786",52,20,288,"1,264","1,826","3,117","4,477",24,10,182,745,"1,059","1,656","1,787",28,10,106,519,767,"1,461","2,690",572,"1,425","1,109",927,"1,188","1,214","1,009","1,712","1,178",684
2019,10 ,8-Mar-19,"10,898","1,657",45,16,303,"1,342","1,857","3,042","4,293",32,10,197,839,"1,112","1,664","1,689",13,6,106,503,745,"1,378","2,604",582,"1,463","1,083",946,"1,150","1,116","1,004","1,708","1,198",622
2019,11 ,15-Mar-19,"10,567","1,559",57,24,299,"1,311","1,718","2,933","4,225",30,11,194,788,"1,043","1,531","1,633",27,13,105,523,675,"1,402","2,592",527,"1,393","1,054",879,"1,092","1,198",975,"1,601","1,149",666
2019,12 ,22-Mar-19,"10,402","1,486",49,24,293,"1,249","1,713","2,948","4,126",29,9,200,774,965,"1,596","1,630",20,15,93,475,748,"1,352","2,496",532,"1,437","1,087",890,"1,062","1,066",925,"1,640","1,089",628
2019,13 ,29-Mar-19,"9,867","1,314",45,17,289,"1,222","1,643","2,794","3,857",26,8,205,728,978,"1,470","1,501",19,9,84,494,665,"1,324","2,356",529,"1,278",943,875,930,"1,136",910,"1,540","1,047",654
2019,14 ,5-Apr-19,"10,126","1,412",41,13,296,"1,232","1,614","2,937","3,993",21,8,184,725,930,"1,589","1,592",20,5,112,507,684,"1,348","2,401",518,"1,277",959,876,"1,050","1,224",928,"1,582","1,039",642
2019,15 ,12-Apr-19,"10,291","1,396",47,23,288,"1,265","1,712","2,907","4,049",31,14,194,783,995,"1,543","1,629",16,9,94,482,717,"1,364","2,420",510,"1,341","1,034",858,"1,084","1,188",937,"1,623","1,037",637
2019,16 ,19-Apr-19,"9,025","1,262",48,21,251,"1,100","1,446","2,547","3,612",24,11,146,644,852,"1,420","1,430",24,10,105,456,594,"1,127","2,182",459,"1,225",910,759,928,"1,014",834,"1,350",919,580
2019,17 ,26-Apr-19,"10,059","1,406",34,18,273,"1,207","1,730","2,811","3,986",16,9,171,724,970,"1,543","1,588",18,9,102,483,760,"1,268","2,398",551,"1,365",996,856,"1,008","1,084",951,"1,495","1,053",678
2019,18 ,3-May-19,"11,207","1,581",46,18,297,"1,334","1,869","3,207","4,436",26,14,207,821,"1,089","1,709","1,725",20,4,90,513,780,"1,498","2,711",541,"1,493","1,125",986,"1,136","1,139","1,040","1,782","1,251",688
2019,19 ,10-May-19,"9,055","1,239",56,17,262,"1,094","1,513","2,579","3,534",34,9,159,624,868,"1,362","1,411",22,8,103,470,645,"1,217","2,123",484,"1,214",924,776,906,943,807,"1,456",922,600
2019,20 ,17-May-19,"10,272","1,355",44,14,304,"1,274","1,650","2,864","4,122",24,7,192,795,977,"1,528","1,685",20,7,112,479,673,"1,336","2,437",548,"1,402",980,887,"1,082","1,112",927,"1,570","1,078",658
2019,21 ,24-May-19,"10,284","1,324",51,21,309,"1,262","1,765","2,946","3,930",29,12,193,751,"1,044","1,564","1,532",22,9,116,511,721,"1,382","2,398",530,"1,397","1,024",888,"1,070","1,097",876,"1,620","1,126",627
